PERIOD,cl_id,MCC,currency,TRDATETIME,amount,target_flag,target_sum,trx_category_mul,mday,ymonth,year,wday,is_weekend,mcc_group,amount_log,channel_type1,channel_type2,channel_type3,channel_type4,channel_type5,trx_BACK_TRX,trx_C2C_IN,trx_C2C_OUT,trx_CASH_ADV,trx_CAT,trx_DEPOSIT,trx_POS,trx_WD_ATM_OTHER,trx_WD_ATM_PARTNER,trx_WD_ATM_ROS
01/03/2017,1939,5719,810,2017-03-25 00:00:00,2300.0,1,78297.54,-1,25,3,2017,5,True,15.0,7.741099090035366,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
01/08/2017,480,8043,810,2017-08-24 00:00:00,11704.6,1,76705.78,-1,24,8,2017,3,False,13.0,9.367822638756492,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
01/07/2017,5394,5912,810,2017-07-28 00:00:00,3239.0,1,273204.4,-1,28,7,2017,4,False,15.0,8.083328608786376,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/02/2017,7161,5812,810,2017-02-17 00:00:00,170.0,1,39416.39,-1,17,2,2017,4,False,15.0,5.14166355650266,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/09/2017,581,5411,810,2017-09-27 00:00:00,35.0,1,134363.48,-1,27,9,2017,2,False,17.0,3.58351893845611,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
01/05/2017,5429,5411,978,2017-05-04 00:00:00,206.39,1,212773.79,-1,4,5,2017,3,False,17.0,5.334601078625283,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/08/2017,3500,5411,810,2017-08-24 00:00:00,344.0,1,125073.06,-1,24,8,2017,3,False,17.0,5.84354441703136,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/06/2017,8262,8099,810,2017-06-30 00:00:00,400.0,0,0.0,-1,30,6,2017,4,False,13.0,5.993961427306569,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/01/2017,7212,4112,810,2017-01-08 00:00:00,11180.1,0,0.0,1,8,1,2017,6,True,18.0,9.321980131851225,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
01/05/2017,3194,5411,810,2017-05-18 00:00:00,127.13,1,96779.23,-1,18,5,2017,3,False,17.0,4.853045373521485,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
01/12/2016,3212,5921,810,2016-12-31 00:00:00,2218.0,1,23494.04,-1,31,12,2016,5,True,15.0,7.704811922932594,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
01/06/2017,736,6011,810,2017-06-19 18:32:06,100000.0,1,297285.59,-1,19,6,2017,0,False,11.0,11.51293546492023,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
01/12/2016,7421,6012,810,2016-12-13 16:38:15,18050.0,1,627.7,1,13,12,2016,1,False,11.0,9.800956363888462,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
01/10/2017,2000,5999,810,2017-10-28 10:49:43,200.0,1,39174.51,-1,28,10,2017,5,True,15.0,5.303304908059076,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
01/07/2017,1838,5499,810,2017-07-29 00:00:00,45.5,1,227491.27,-1,29,7,2017,5,True,17.0,3.839452312593311,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
01/05/2017,3532,5411,810,2017-05-23 00:00:00,4810.18,1,89712.63,-1,23,5,2017,1,False,17.0,8.478697655258548,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/01/2017,1398,7997,810,2017-01-28 00:00:00,76.0,1,75285.68,-1,28,1,2017,5,True,14.0,4.343805421853684,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
01/06/2017,6032,5411,810,2017-06-03 00:00:00,516.0,0,0.0,-1,3,6,2017,5,True,17.0,6.248042874508429,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/01/2017,7470,5261,810,2017-01-12 00:00:00,1694.0,1,53297.25,-1,12,1,2017,3,False,17.0,7.43543801981455,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/06/2017,6548,6051,810,2017-06-09 00:00:00,2.72,1,59864.41,-1,9,6,2017,4,False,11.0,1.3137236682850553,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/06/2017,2726,5812,810,2017-06-21 00:00:00,1100.0,1,190850.33,-1,21,6,2017,2,False,15.0,7.00397413672268,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
01/03/2017,6604,5411,810,2017-03-04 00:00:00,618.0,0,0.0,-1,4,3,2017,5,True,17.0,6.428105272684596,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/01/2017,7339,5311,978,2017-01-05 00:00:00,21.4,1,3083.0,-1,5,1,2017,3,False,17.0,3.109060958860994,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/07/2017,8327,5814,810,2017-07-27 00:00:00,75.0,0,0.0,-1,27,7,2017,3,False,15.0,4.330733340286331,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/07/2017,886,5411,810,2017-07-15 00:00:00,790.0,1,51105.98,-1,15,7,2017,5,True,17.0,6.673297967767654,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
01/10/2017,2302,5814,810,2017-10-11 00:00:00,251.0,1,176522.36,-1,11,10,2017,2,False,15.0,5.529429087511423,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
01/05/2017,424,5411,810,2017-05-30 00:00:00,1357.64,1,29123.51,-1,30,5,2017,1,False,17.0,7.2142394783965145,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
01/02/2017,9166,5541,810,2017-02-08 00:00:00,115.0,1,52708.77,-1,8,2,2017,2,False,1.0,4.7535901911063645,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/10/2017,4328,5661,810,2017-10-11 00:00:00,26000.0,1,744815.74,-1,11,10,2017,2,False,8.0,10.165890277802454,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/08/2017,2760,5912,810,2017-08-08 00:00:00,141.0,1,384.75,-1,8,8,2017,1,False,15.0,4.955827057601261,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
01/03/2017,1544,5995,810,2017-03-04 00:00:00,1851.0,1,91224.49,-1,4,3,2017,5,True,15.0,7.524021415206125,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
01/08/2017,5561,5732,810,2017-08-25 00:00:00,440.0,0,0.0,-1,25,8,2017,4,False,15.0,6.089044875446846,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/09/2017,10,5999,810,2017-09-13 06:05:58,50.0,0,0.0,-1,13,9,2017,2,False,15.0,3.9318256327243257,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/05/2017,6966,5541,810,2017-05-09 00:00:00,796.0,1,51310.68,-1,9,5,2017,1,False,1.0,6.680854678790215,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/09/2017,1525,6012,810,2017-09-08 22:41:03,20000.0,1,209698.48,-1,8,9,2017,4,False,11.0,9.90353755128617,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
01/03/2018,549,4121,810,2018-03-01 00:00:00,745.09,1,55306.47,-1,1,3,2018,3,False,18.0,6.614846236358563,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
01/01/2017,7531,5814,810,2017-01-08 00:00:00,85.0,0,0.0,-1,8,1,2017,6,True,15.0,4.454347296253507,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/01/2017,1960,5912,810,2017-01-22 00:00:00,465.0,1,318658.37,-1,22,1,2017,6,True,15.0,6.144185634125646,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
01/08/2017,3467,5921,810,2017-08-22 00:00:00,185.41,1,124670.64,-1,22,8,2017,1,False,15.0,5.227948548881154,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/05/2017,3453,5977,810,2017-05-14 00:00:00,992.0,0,0.0,-1,14,5,2017,6,True,15.0,6.900730664045173,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/09/2017,2675,6011,810,2017-09-17 00:00:00,6000.0,1,14580.98,-1,17,9,2017,6,True,11.0,8.699681400989514,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
01/09/2017,563,5411,810,2017-09-11 00:00:00,258.3,1,213057.8,-1,11,9,2017,0,False,17.0,5.5579856925446185,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
01/04/2017,505,5814,810,2017-04-25 00:00:00,276.0,1,142739.88,-1,25,4,2017,1,False,15.0,5.6240175061873385,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
01/04/2017,1204,4784,810,2017-04-16 00:00:00,150.0,1,299423.83,-1,16,4,2017,6,True,18.0,5.017279836814924,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
01/06/2017,4229,6011,810,2017-06-11 00:00:00,1000.0,1,95184.47,-1,11,6,2017,6,True,11.0,6.90875477931522,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
01/12/2016,5177,6011,810,2016-12-16 14:11:32,200000.0,1,103857.86,-1,16,12,2016,4,False,11.0,12.206077645517674,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
01/05/2017,8581,5311,810,2017-05-17 00:00:00,25.5,0,0.0,-1,17,5,2017,2,False,17.0,3.2771447329921766,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/01/2017,9080,5814,810,2017-01-15 00:00:00,233.0,0,0.0,-1,15,1,2017,6,True,15.0,5.455321115357702,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/07/2017,3565,5411,810,2017-07-07 00:00:00,570.0,0,0.0,-1,7,7,2017,4,False,17.0,6.3473892096560105,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/01/2017,6889,5499,810,2017-01-06 00:00:00,176.0,0,0.0,-1,6,1,2017,4,False,17.0,5.176149732573829,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/12/2016,4821,7011,810,2016-12-14 00:00:00,30000.0,1,152453.12,-1,14,12,2016,2,False,10.0,10.308985993422082,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/02/2017,7197,5411,810,2017-02-13 00:00:00,3639.09,0,0.0,-1,13,2,2017,0,False,17.0,8.199763685599848,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/05/2017,4601,6011,810,2017-05-23 18:34:45,40000.0,1,173957.51,-1,23,5,2017,1,False,11.0,10.596659732783579,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
01/07/2017,6268,5541,810,2017-07-01 00:00:00,172.0,0,0.0,-1,1,7,2017,5,True,1.0,5.153291594497779,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/10/2017,1481,7399,810,2017-10-13 00:00:00,199.42,1,122160.31,-1,13,10,2017,4,False,3.0,5.3004151646301825,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
01/01/2017,9903,6011,810,2017-01-21 00:00:00,1000.0,0,0.0,-1,21,1,2017,5,True,11.0,6.90875477931522,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
01/03/2017,396,5732,978,2017-03-23 00:00:00,953.11,0,0.0,-1,23,3,2017,3,False,15.0,6.860778968784522,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
01/08/2017,4419,6011,810,2017-08-16 16:48:19,100000.0,0,0.0,-1,16,8,2017,2,False,11.0,11.51293546492023,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
01/05/2017,2483,6011,810,2017-05-02 12:07:41,20000.0,1,150206.49,-1,2,5,2017,1,False,11.0,9.90353755128617,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
01/07/2017,6956,5812,810,2017-07-04 00:00:00,760.0,0,0.0,-1,4,7,2017,1,False,15.0,6.634633357861686,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/04/2017,2004,5691,810,2017-04-29 00:00:00,2091.0,1,205762.12,-1,29,4,2017,5,True,8.0,7.645875825184813,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
01/06/2017,4395,6012,810,2017-06-23 00:00:00,2000.0,1,56535.59,1,23,6,2017,4,False,11.0,7.601402334583733,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
01/09/2017,50,5411,810,2017-09-07 00:00:00,512.0,1,74592.37,-1,7,9,2017,3,False,17.0,6.240275845170769,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
01/05/2017,1594,6011,810,2017-05-17 17:06:20,14000.0,0,0.0,-1,17,5,2017,2,False,11.0,9.546884034617925,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
01/08/2017,3377,5814,810,2017-08-01 00:00:00,167.0,0,0.0,-1,1,8,2017,1,False,15.0,5.123963979403259,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
01/05/2017,956,5411,810,2017-05-27 00:00:00,2923.56,1,101182.78,-1,27,5,2017,5,True,17.0,7.980899321000201,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
01/03/2017,1104,6012,810,2017-03-28 00:00:00,5000.0,1,1543.0,-1,28,3,2017,1,False,11.0,8.517393171418904,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
01/08/2017,8276,5411,810,2017-08-18 00:00:00,34.0,1,50036.14,-1,18,8,2017,4,False,17.0,3.5553480614894135,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/05/2017,4474,7997,810,2017-05-21 00:00:00,314.0,1,259079.78,-1,21,5,2017,6,True,14.0,5.752572638825633,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/04/2017,1553,4121,810,2017-04-22 00:00:00,289.0,1,293980.95,-1,22,4,2017,5,True,18.0,5.66988092298052,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
01/12/2017,1176,5200,810,2017-12-20 00:00:00,98.0,1,304510.99,-1,20,12,2017,2,False,17.0,4.59511985013459,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
01/01/2017,4821,6011,810,2017-01-10 00:00:00,5000.0,1,152453.12,-1,10,1,2017,1,False,11.0,8.517393171418904,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
01/05/2017,6966,5411,810,2017-05-14 00:00:00,806.5,1,51310.68,-1,14,5,2017,6,True,17.0,6.6939430550968115,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/06/2017,443,5411,810,2017-06-04 00:00:00,340.0,1,103713.54,-1,4,6,2017,6,True,17.0,5.831882477283517,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
01/08/2017,373,5912,810,2017-08-19 00:00:00,1316.0,1,254670.24,-1,19,8,2017,5,True,15.0,7.183111701743281,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
01/02/2017,1778,5541,810,2017-02-12 00:00:00,1499.63,1,242426.94,-1,12,2,2017,6,True,1.0,7.31364029891499,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
01/03/2017,7058,5411,810,2017-03-09 00:00:00,1164.44,0,0.0,-1,9,3,2017,3,False,17.0,7.060853977099189,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/12/2016,7130,4121,810,2016-12-24 00:00:00,421.0,1,633.0,-1,24,12,2016,5,True,18.0,6.045005314036012,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/11/2016,8795,5411,810,2016-11-15 00:00:00,178.0,0,0.0,-1,15,11,2016,1,False,17.0,5.187385805840755,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/12/2016,5822,5411,810,2016-12-22 00:00:00,310.8,0,0.0,-1,22,12,2016,3,False,17.0,5.742361956623676,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/04/2017,2906,5499,810,2017-04-15 00:00:00,475.69,0,0.0,-1,15,4,2017,5,True,17.0,6.166866384436731,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
01/07/2017,5428,5211,810,2017-07-27 00:00:00,450.0,0,0.0,-1,27,7,2017,3,False,17.0,6.111467339502679,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/03/2017,10104,5912,810,2017-03-25 00:00:00,296.0,0,0.0,-1,25,3,2017,5,True,15.0,5.6937321388027,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/01/2017,6610,5999,810,2017-01-16 17:01:38,1100.0,0,0.0,-1,16,1,2017,0,False,15.0,7.00397413672268,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/05/2017,2396,5814,810,2017-05-16 00:00:00,381.0,1,217846.23,-1,16,5,2017,1,False,15.0,5.945420608606575,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
01/12/2016,9182,5812,810,2016-12-26 00:00:00,24500.0,0,0.0,-1,26,12,2016,0,False,15.0,10.106469212026385,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/06/2017,4197,5311,810,2017-06-05 00:00:00,432.47,1,2793.56,-1,5,6,2017,0,False,17.0,6.07182258967363,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/04/2017,6624,5921,810,2017-04-26 00:00:00,404.0,1,86814.77,-1,26,4,2017,2,False,15.0,6.003887067106539,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/08/2017,4789,6011,810,2017-08-11 11:04:23,5000.0,1,39233.77,-1,11,8,2017,4,False,11.0,8.517393171418904,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
01/11/2016,7683,5814,810,2016-11-19 00:00:00,199.0,0,0.0,-1,19,11,2016,5,True,15.0,5.298317366548036,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/06/2017,7026,5411,810,2017-06-06 00:00:00,96.5,0,0.0,-1,6,6,2017,1,False,17.0,4.579852378003801,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/12/2016,3030,5499,810,2016-12-02 00:00:00,305.0,1,78172.23,-1,2,12,2016,4,False,17.0,5.723585101952381,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
01/04/2017,3292,4814,810,2017-04-13 00:00:00,900.0,1,38968.58,-1,13,4,2017,3,False,5.0,6.803505257608338,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
01/08/2017,2071,5814,810,2017-08-05 00:00:00,90.0,1,245823.19,-1,5,8,2017,5,True,15.0,4.51085950651685,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
01/04/2017,8642,5912,810,2017-04-29 00:00:00,2044.47,0,0.0,-1,29,4,2017,5,True,15.0,7.623382870921153,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/09/2017,3523,6010,810,2017-09-18 13:59:46,50000.0,1,205648.99,1,18,9,2017,0,False,11.0,10.819798284210286,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
01/08/2017,2853,6011,810,2017-08-22 19:05:34,22900.0,1,239740.62,-1,22,8,2017,1,False,11.0,10.038935856711177,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
01/06/2017,2125,5651,810,2017-06-17 00:00:00,899.0,1,3728.23,-1,17,6,2017,5,True,8.0,6.802394763324311,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
01/04/2017,8846,5541,810,2017-04-06 00:00:00,1088.69,1,312.34,-1,6,4,2017,3,False,1.0,6.993648531103071,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/11/2017,2438,5814,810,2017-11-14 00:00:00,1050.0,1,190850.33,-1,14,11,2017,1,False,15.0,6.957497370876951,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
01/04/2017,4058,5921,810,2017-04-04 00:00:00,399.0,1,276943.29,-1,4,4,2017,1,False,15.0,5.991464547107982,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/09/2017,4731,5331,810,2017-09-02 00:00:00,577.0,1,1114375.75,-1,2,9,2017,5,True,17.0,6.359573868672378,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/09/2017,4685,5999,810,2017-09-28 05:04:35,100.0,0,0.0,-1,28,9,2017,3,False,15.0,4.61512051684126,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/03/2017,1267,6011,810,2017-03-31 14:38:32,5000.0,1,67155.55,-1,31,3,2017,4,False,11.0,8.517393171418904,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
01/02/2017,8260,5411,810,2017-02-02 00:00:00,692.46,0,0.0,-1,2,2,2017,3,False,17.0,6.541693559648739,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/01/2017,8977,5541,810,2017-01-30 00:00:00,1000.0,0,0.0,-1,30,1,2017,0,False,1.0,6.90875477931522,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/07/2017,2784,5942,810,2017-07-11 00:00:00,850.0,0,0.0,-1,11,7,2017,1,False,15.0,6.7464121285733745,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
01/09/2017,2449,5411,810,2017-09-05 00:00:00,297.0,1,67174.18,-1,5,9,2017,1,False,17.0,5.697093486505405,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
01/07/2017,2366,5541,810,2017-07-14 00:00:00,150.0,1,129563.06,-1,14,7,2017,4,False,1.0,5.017279836814924,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
01/05/2017,5436,6011,810,2017-05-25 00:00:00,150000.0,1,195294.61,-1,25,5,2017,3,False,11.0,11.918397239722838,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
01/06/2017,1895,5411,810,2017-06-08 00:00:00,2913.15,1,21366.07,-1,8,6,2017,3,False,17.0,7.977333461065191,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
01/05/2017,3552,5411,810,2017-05-24 00:00:00,581.64,0,0.0,-1,24,5,2017,2,False,17.0,6.36756949990966,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/05/2017,3763,5921,810,2017-05-14 00:00:00,431.0,1,28963.25,-1,14,5,2017,6,True,15.0,6.068425588244111,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/08/2017,380,5411,810,2017-08-06 00:00:00,1507.56,1,247438.74,-1,6,8,2017,6,True,17.0,7.318910832418667,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
01/06/2017,2294,5411,810,2017-06-09 00:00:00,1347.0,1,164894.15,-1,9,6,2017,4,False,17.0,7.206377291472252,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
01/05/2017,2581,5541,810,2017-05-16 00:00:00,1190.0,1,165723.69,-1,16,5,2017,1,False,1.0,7.0825485693553,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
01/06/2017,3420,5541,810,2017-06-15 00:00:00,1185.0,1,114672.96,-1,15,6,2017,3,False,1.0,7.078341579557671,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/06/2017,4543,5812,810,2017-06-20 00:00:00,200.6,0,0.0,-1,20,6,2017,1,False,15.0,5.306285536197214,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/02/2017,4141,5812,810,2017-02-08 00:00:00,217.0,1,76133.75,-1,8,2,2017,2,False,15.0,5.384495062789089,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/06/2017,9241,4214,840,2017-06-28 00:00:00,2.36,0,0.0,-1,28,6,2017,2,False,18.0,1.2119409739751128,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/10/2017,6398,6011,810,2017-10-26 21:27:39,2000.0,1,238.7,1,26,10,2017,3,False,11.0,7.601402334583733,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
01/09/2017,2929,6011,810,2017-09-16 11:10:01,700.0,0,0.0,-1,16,9,2017,5,True,11.0,6.55250788703459,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
01/09/2017,10,5533,810,2017-09-13 00:00:00,2372.9,0,0.0,-1,13,9,2017,2,False,1.0,7.772289451283258,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/03/2018,1203,5411,810,2018-03-02 00:00:00,4212.26,1,121887.13,-1,2,3,2018,4,False,17.0,8.345991973817977,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
01/05/2017,4120,5499,978,2017-05-16 00:00:00,1.84,0,0.0,-1,16,5,2017,1,False,17.0,1.0438040521731147,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/08/2017,2962,5814,810,2017-08-26 00:00:00,210.0,0,0.0,-1,26,8,2017,5,True,15.0,5.351858133476067,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
01/08/2017,2776,5814,810,2017-08-07 00:00:00,715.0,1,150229.21,-1,7,8,2017,0,False,15.0,6.573680166960646,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
01/12/2016,8357,5812,810,2016-12-13 00:00:00,175.0,0,0.0,-1,13,12,2016,1,False,15.0,5.170483995038151,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/08/2017,5807,5411,810,2017-08-23 00:00:00,220.8,0,0.0,-1,23,8,2017,2,False,17.0,5.401776074916267,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/07/2017,1411,5411,810,2017-07-19 00:00:00,477.0,1,149850.58,-1,19,7,2017,2,False,17.0,6.169610732491456,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
01/08/2017,5837,5411,810,2017-08-18 00:00:00,205.0,0,0.0,-1,18,8,2017,4,False,17.0,5.327876168789581,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/03/2018,3248,7997,810,2018-03-16 00:00:00,2300.0,1,310672.32,-1,16,3,2018,4,False,14.0,7.741099090035366,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
01/06/2017,2062,6011,810,2017-06-23 19:11:12,500.0,1,220500.27,-1,23,6,2017,4,False,11.0,6.2166061010848646,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
01/02/2018,4867,5814,810,2018-02-28 00:00:00,250.12,1,319386.11,-1,28,2,2018,2,False,15.0,5.525930912533698,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/12/2016,6519,5541,810,2016-12-20 00:00:00,1314.76,1,1248.0,-1,20,12,2016,1,False,1.0,7.182169724433013,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/01/2017,2596,6011,810,2017-01-23 07:09:49,300.0,1,34057.44,-1,23,1,2017,0,False,11.0,5.707110264748875,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
01/01/2017,6951,4829,810,2017-01-16 19:31:06,6000.0,1,583911.45,1,16,1,2017,0,False,11.0,8.699681400989514,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
01/07/2017,1002,4511,810,2017-07-05 00:00:00,7474.0,0,0.0,-1,5,7,2017,2,False,18.0,8.919319398258887,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
01/05/2017,4317,5945,810,2017-05-16 00:00:00,531.64,1,119306.3,-1,16,5,2017,1,False,15.0,6.277845773826715,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/06/2017,1397,5814,810,2017-06-16 00:00:00,615.0,1,380229.19,-1,16,6,2017,4,False,15.0,6.423246963533519,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
01/07/2017,4702,6011,810,2017-07-18 09:45:09,28000.0,1,310264.6,-1,18,7,2017,1,False,11.0,10.239995502805316,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
01/09/2017,8407,5977,810,2017-09-04 00:00:00,641.25,0,0.0,-1,4,9,2017,0,False,15.0,6.464977635989993,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/04/2017,4682,5411,810,2017-04-26 00:00:00,85.0,1,3388.49,-1,26,4,2017,2,False,17.0,4.454347296253507,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
01/03/2018,1203,5655,810,2018-03-17 00:00:00,6105.0,1,121887.13,-1,17,3,2018,5,True,8.0,8.717027173294824,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
01/05/2017,1262,6011,810,2017-05-30 00:00:00,2000.0,1,153296.15,-1,30,5,2017,1,False,11.0,7.601402334583733,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
